,SRS045739,SRS015217,SRS049896,SRS012849,SRS011529,SRS014459,SRS011134,SRS016517,SRS020233,SRS014313,SRS017821,SRS045645,SRS021948,SRS016095,SRS023176,SRS011452,SRS013476,SRS013639,SRS045713,SRS015854,SRS019787,SRS017191,SRS049900,SRS017521,SRS043667,SRS019910,SRS020869,SRS018984,SRS015133,SRS015190,SRS016267,SRS013158,SRS015065,SRS018133,SRS024388,SRS049959,SRS019030,SRS015264,SRS017247,SRS015960,SRS022713,SRS013098,SRS015431,SRS048164,SRS011405,SRS016989,SRS019161,SRS024075,SRS015782,SRS024009,SRS019601,SRS017307,SRS015794,SRS018351,SRS018427,SRS019267,SRS015578,SRS024132,SRS043001,SRS013638,SRS021153,SRS019068,SRS042284,SRS045528,SRS024265,SRS014923,SRS048870,SRS013521,SRS016203,SRS021484,SRS011239,SRS049164,SRS023583,SRS012273,SRS018575,SRS012902,SRS014287,SRS047044,SRS017916,SRS015369,SRS043411,SRS043701,SRS014235,SRS049712,SRS016438,SRS016753,SRS016495,SRS016335,SRS049402,SRS045004,SRS011084,SRS024663,SRS013687,SRS023971,SRS019685,SRS023829,SRS042628,SRS020622,SRS014613,SRS011302,SRS017701,SRS022524,SRS011586,SRS022137,SRS017103,SRS024435,SRS023914,SRS011271,SRS013951,SRS018656,SRS017433,SRS019582,SRS018817,SRS018313,SRS024331,SRS013800,SRS023346,SRS013215,SRS019968,SRS023526,SRS022071,SRS019397,SRS015663,SRS047014,SRS019381,SRS016585,SRS024549,SRS014979,SRS024625,SRS011061,SRS020328,SRS016018,SRS012969,SRS016954,SRS015890,SRS021219,SRS016437,SRS016056,SRS022609,SRS014683,SRS047210,SRS017209,SRS023352,SRS047219,SRS018300,SRS023617,SRS013234,SRS011306,SRS015057,SRS078182,SRS019327,SRS018969,SRS015174,SRS014271,SRS021496,SRS063932,SRS062761,SRS019045,SRS053854,SRS011140,SRS013502,SRS055495,SRS013164,SRS062544,SRS023958,SRS053603,SRS016002,SRS044486,SRS056622,SRS012279,SRS015272,SRS063193,SRS017713,SRS018739,SRS022621,SRS015209,SRS013879,SRS045715,SRS016037,SRS023835,SRS019974,SRS014888,SRS017007,SRS014573,SRS024318,SRS057539,SRS050244,SRS018439,SRS015893,SRS052227,SRS016342,SRS013705,SRS019071,SRS054687,SRS015644,SRS011086,SRS024081,SRS017439,SRS016740,SRS065278,SRS016501,SRS042131,SRS015537,SRS042910,SRS055426,SRS022530,SRS057692,SRS024375,SRS019607,SRS023557,SRS020334,SRS018357,SRS044662,SRS024637,SRS014470,SRS047824,SRS042643,SRS015941,SRS043663,SRS049389,SRS018791,SRS016319,SRS024580,SRS017808,SRS015038,SRS011243,SRS023926,SRS077736,SRS019894,SRS019219,SRS063288,SRS017120,SRS016225,SRS015434,SRS017076,SRS017533,SRS022143,SRS064774,SRS021954,SRS048411,SRS013818,SRS014124,SRS064423,SRS014684,SRS057205,SRS057791,SRS075404,SRS015797,SRS062540,SRS024138,SRS019022,SRS024015,SRS022077,SRS011115,SRS018591,SRS051791,SRS024441,SRS056323,SRS020220,SRS018145,SRS015762,SRS024277,SRS045127,SRS049147,SRS050669,SRS019122,SRS044373,SRS057355,SRS016569,SRS016086,SRS020856,SRS015395,SRS058336,SRS048791,SRS019389,SRS022719,SRS016529
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._BNL1100;t__Unknown,,,,,,1,1,6,2,2,,,,2,,,1,2,,1,1,1,,4,1,,2,,3,,,,3,,1,,,,1,,,,2,1,,,,1,,,1,1,3,,,,,,,,,6,,2,,11,,,,,1,1,,,,,,,,,,,1,,,,1,,1,2,,,1,,1,,,,,,,,1,2,,,2,2,,,1,,,,,,,,1,,,,,,,,,2,1,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._SY8519;t__Unknown,353,1715,1099,767,1085,1559,1514,3581,3705,378,1230,71,1260,1715,613,435,1945,2083,712,2454,222,732,298,2565,187,221,2757,661,3230,537,289,107,3040,59,428,3548,505,415,92,372,21,2896,4298,315,1025,282,1604,1996,1929,1635,909,678,375,622,1547,403,1026,2880,468,620,472,6312,1032,5933,776,1591,1117,328,484,834,1053,197,211,2882,338,273,1117,196,471,58,417,556,2015,2269,142,142,2137,1164,2196,639,1998,1000,1020,157,1194,353,3326,206,831,8219,376,2,1213,1034,789,3225,1590,1110,4656,412,672,1444,1878,2101,775,550,294,138,1850,1839,2849,272,2387,713,454,48,177,4559,642,122,2383,604,1705,974,836,207,95,112,866,405,195,68,302,630,227,92,52,120,247,339,50,191,134,255,104,42,90,95,142,96,25,2,33,496,42,109,158,97,236,375,162,59,37,219,184,102,41,51,104,156,112,82,117,117,119,190,231,52,414,30,36,274,190,165,30,149,109,139,79,172,32,43,11,154,88,1,61,153,116,42,123,46,3,84,153,161,318,160,102,117,192,296,71,115,72,20,123,75,209,120,4,137,48,242,54,202,492,254,102,445,52,74,131,191,87,54,523,58,13,98,128,62,154,239,160,91,301,156,114,30,124,38,33,115,85,112,109,37,169,85,69,98,105,149,58,4,37
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_tetani;t__Clostridium_tetani_12124569,,2,,2,,,10,,,,2,,,1,,,5,,,1,1,,,2,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,4,,,,,,5,,23,,,1,,1,,,11,,,1,2,,,1,,1,,,,,2,,,1,3,,,1,,2,,1,,,,,,1,,,,,1,,,1,,,,,,2,,,,1,1,,,,,,,2,1,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_tetani;t__Clostridium_tetani_E88,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XVII._Incertae_Sedis;g__Thermaerobacter;s__Thermaerobacter_marianensis;t__Thermaerobacter_marianensis_DSM_12885,,1,,,,1,,6,,,,,,,,1,,3,2,,,,,,,,,,,1,,,,,,1,1,,,,,4,,,,,1,,,,2,,,1,,,,1,,,,,,4,,1,,,1,1,,,1,2,,,1,,,,1,,,,,,5,,,,1,1,2,,,,,1,,,,,,2,,,3,,,,1,,1,,,,,,,,2,,,,,1,,1,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Acetobacterium;s__Acetobacterium_woodii;t__Acetobacterium_woodii_DSM_1030,4,49,3,45,12,30,2,3,10,4,1,3,8,1,,2,15,107,1,13,6,3,3,32,3,,14,5,36,,6,2,135,7,11,12,4,3,2,3,1,59,2,3,1,11,23,7,12,1,14,3,4,3,45,2,15,23,1,36,,6,4,4,1,29,3,5,17,2,18,1,3,13,2,,14,5,,,6,1,20,5,,2,5,4,37,24,,4,1,,8,1,4,2,28,45,3,,13,7,8,4,5,10,21,11,2,1,3,6,3,,1,9,9,4,8,2,6,4,3,1,6,31,,,6,,11,7,,9,,2,1,2,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,1,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_limosum;t__Eubacterium_limosum_KIST612,94,769,230,185,180,757,407,800,1008,157,360,33,215,206,75,91,729,1738,74,595,542,297,381,713,34,84,497,132,673,80,591,77,1404,37,277,1482,530,102,50,463,5,1429,1432,366,229,117,1235,169,515,381,3158,540,152,398,359,38,527,586,81,452,68,1145,269,1316,93,807,185,216,149,883,780,163,122,2424,192,34,556,90,656,15,98,224,425,466,46,53,494,514,510,353,1501,256,332,48,358,13,594,69,327,424,117,1,325,261,532,424,196,282,2006,121,701,920,916,226,213,86,107,24,338,309,603,347,403,678,139,12,102,857,333,37,747,492,434,426,114,83,35,229,152,765,1,,4,5,4,2,,1,1,4,3,2,3,9,,,,2,,,1,1,,14,,2,2,1,1,4,,,,8,2,2,2,,1,1,10,7,3,2,3,4,5,4,4,,,3,2,1,1,,,3,3,5,,3,,2,2,,,2,2,,,3,,,2,2,6,,,4,,8,1,5,2,,,,3,3,,,,4,,,2,4,,3,,,6,21,6,1,21,,,,3,2,2,4,,,3,,11,1,7,1,,2,,4,5,2,11,,1,,2,7,2,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens;t__[Eubacterium]_eligens_ATCC_27750,7725,74213,197534,10453,30107,46091,18629,12601,54191,7873,9883,2451,8249,43401,91,721,51146,7039,1802,13414,35870,79264,1915,4582,2816,1652,34769,2992,56818,8420,15967,1239,292823,4424,23354,27370,5746,1290,11638,2951,44,2694,121364,6760,4958,19651,28829,3416,27567,8586,60537,92585,1599,19561,14502,11951,39243,104486,46236,2829,65,94548,4470,3878,1626,28048,3784,7772,14317,42933,13892,8756,15000,34761,1446,65,3932,10588,4550,201,1111,10953,76260,46969,240,5058,15976,20020,3072,13825,35707,40334,39218,387,31461,166,56277,222,8957,5055,10693,93,84200,8698,10097,8621,80993,16920,123084,959,4100,38129,5236,5342,13481,3786,1608,420,9075,18701,23791,2285,24109,30936,14715,1677,1810,22924,12771,855,43302,2907,12568,13833,4238,396,162,3930,13890,1862,386,175,591,1035,258,170,45,119,431,959,65,63,311,580,191,67,59,85,303,106,104,5,27,1104,70,64,182,78,139,1313,480,97,68,276,257,93,42,73,66,86,168,105,188,258,456,267,435,41,95,16,54,391,270,170,52,56,303,121,126,297,5,78,4,161,109,1,141,116,158,33,46,77,2,54,219,369,820,192,76,191,179,694,92,230,130,21,200,36,143,130,9,285,48,413,151,15,856,498,100,975,86,45,188,160,150,81,276,126,8,345,121,113,363,348,167,143,340,375,286,58,355,57,41,73,180,326,126,65,407,60,109,44,113,197,83,3,7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__Heliobacterium;s__Heliobacterium_modesticaldum;t__Heliobacterium_modesticaldum_Ice1,17,202,120,29,42,25,70,174,62,5,33,2,38,13,2,15,25,180,21,11,4,28,4,45,1,10,81,4,62,7,1,,46,2,5,171,23,3,9,32,2,238,34,23,5,3,24,9,54,10,32,17,8,29,51,7,6,43,13,62,2,34,1,21,12,88,18,20,9,95,50,1,6,72,15,1,8,4,8,,10,34,42,28,1,10,48,65,32,10,132,38,15,2,35,,84,5,11,93,2,,18,37,13,35,79,20,39,10,7,105,29,7,10,1,2,2,29,24,55,1,48,14,5,2,4,43,12,28,35,40,34,6,,2,2,7,18,22,,,,10,,,,,,,,,1,5,,2,1,1,4,,,,,7,,1,,,2,2,,1,,,,,,,,1,1,,1,,1,,2,,2,1,,1,,1,,,,1,2,,1,,,1,,,,,1,1,,,,3,,7,,,,,1,,,,,,,,,,,,1,,4,,1,2,1,,,,,,,,1,,,,,,,,1,1,2,1,,,1,1,,1,,,1,1,,,,,2,1,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Unknown;s__[Eubacterium]_rectale;t__[Eubacterium_rectale]_ATCC_33656,37618,1262039,80423,111232,44033,405330,43305,99715,48493,95053,28938,3421,16907,25714,984,22577,80619,59584,16534,213219,4697,94392,20174,61286,76629,8892,76927,61584,91942,26840,2689,32676,773474,2033,13057,64011,216854,18064,9224,14028,1575,100902,170403,89135,25593,48355,380710,86486,433892,15593,225196,29900,64913,25637,174072,45428,248611,113358,28340,17302,1258,417017,159469,85400,16918,92151,206008,21472,127335,83348,132024,25459,8836,51398,33255,493,145857,21480,16923,8812,33115,68764,285742,73563,1460,11817,91772,71395,24799,100510,183345,26527,16604,5898,98834,789,148878,4269,216842,59621,69978,548,70461,119594,111196,59352,28086,391870,508946,35899,74401,49779,42395,70872,73184,9005,35949,517,422806,203720,104097,45586,86090,86832,25581,3989,4198,665311,13429,3520,25292,30344,366225,197591,18257,14741,984,15887,39816,69361,221,93,508,958,321,311,108,394,295,468,127,92,304,912,210,96,189,117,579,317,426,19,85,1522,149,182,490,190,410,486,365,117,229,677,618,280,113,50,260,190,494,174,469,357,239,335,364,127,255,44,69,603,387,445,115,139,597,143,168,281,52,173,56,177,193,3,161,152,265,214,81,98,1,153,292,246,393,368,149,355,212,1650,274,610,255,27,242,146,422,74,18,83,107,481,108,86,674,310,312,1082,118,144,231,434,217,210,505,268,58,668,120,363,567,439,315,237,458,371,303,200,192,144,109,284,184,219,438,79,230,217,614,361,261,232,138,2,53
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio_proteoclasticus;t__Butyrivibrio_proteoclasticus_B316,28,396,136,75,107,226,171,181,252,105,65,5,93,155,12,14,251,149,19,225,23,152,25,135,22,13,237,16,151,21,26,12,466,6,36,91,68,17,10,12,2,58,276,55,72,74,168,67,185,41,91,99,36,34,136,32,161,461,28,67,22,290,88,94,16,257,25,10,39,96,76,52,21,210,24,22,57,22,17,5,15,43,241,150,5,19,212,142,35,60,121,133,60,3,61,41,229,4,60,195,18,,54,41,87,131,266,202,247,21,107,263,62,55,146,17,36,14,91,202,136,44,220,188,45,4,20,164,27,7,49,40,186,80,14,14,11,5,176,31,206,80,204,485,159,95,35,84,188,354,49,39,112,247,77,40,72,44,114,96,32,6,25,444,31,35,106,44,119,584,197,32,30,138,244,89,20,17,46,56,105,65,135,116,117,127,172,35,93,6,23,303,153,97,41,32,132,75,67,165,8,52,12,96,67,,49,115,54,36,30,50,2,50,140,158,287,105,90,90,83,263,74,96,69,7,109,43,88,68,1,102,23,228,74,30,364,221,67,421,53,31,143,136,68,48,214,76,5,99,70,108,214,201,103,75,213,133,160,25,132,28,22,41,92,142,64,34,184,35,128,33,89,118,56,2,5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum_lentocellum;t__Clostridium_lentocellum_DSM_5427,22,91,38,14,32,33,87,63,88,23,48,1,31,47,9,5,34,54,10,95,5,24,19,57,8,1,59,2,64,4,17,3,88,,14,26,16,5,5,11,,33,60,22,13,30,41,34,51,29,23,37,5,10,32,10,35,101,2,12,1,83,53,76,3,366,12,7,7,14,139,8,9,50,5,15,23,6,24,1,8,17,49,49,10,13,36,28,42,14,54,34,35,1,14,5,8,8,34,20,6,,12,12,19,43,81,23,47,21,33,274,29,17,16,12,10,5,9,57,65,12,110,23,7,1,3,53,4,2,26,7,39,18,3,15,4,5,27,11,4,1,2,5,8,3,,1,3,3,1,1,2,3,3,,1,3,1,1,,,,3,,1,1,2,2,3,4,1,,7,3,1,,1,1,,2,,6,4,2,3,4,,1,,1,6,11,,,,,6,2,20,,5,,8,1,,29,1,1,,1,4,,1,9,,5,1,1,3,1,2,1,1,3,10,24,3,4,3,,,1,4,,,5,1,1,17,2,5,12,2,7,,4,7,3,2,3,3,1,3,3,1,3,1,4,49,4,,1,1,1,1,2,2,5,2,2,1,1,3,1,,1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium_phytofermentans;t__Lachnoclostridium_phytofermentans_ISDg,16,416,158,43,72,108,295,186,210,36,85,3,88,140,118,16,315,179,26,184,12,123,54,246,12,14,211,36,206,16,70,17,344,1,49,141,42,20,10,10,,154,741,43,43,64,163,67,204,25,148,96,22,21,87,45,246,802,13,55,18,457,172,171,5,125,26,23,26,43,63,39,30,451,33,80,58,19,51,11,23,62,116,137,38,47,119,101,71,68,76,106,66,17,74,33,30,11,88,59,33,,79,41,64,139,94,103,155,61,76,248,79,72,78,24,48,31,38,140,194,36,176,118,32,6,25,150,32,9,78,15,136,39,26,24,19,9,169,35,180,93,146,199,160,91,20,83,105,159,38,30,140,168,77,40,61,56,101,68,52,3,17,179,38,28,135,27,107,227,39,33,43,83,185,65,38,21,64,61,83,59,142,57,64,130,130,33,82,12,38,261,138,99,21,33,129,71,41,173,5,46,10,79,41,,45,93,45,40,26,25,2,32,108,99,125,124,52,73,91,118,77,98,61,8,114,32,83,52,3,76,24,148,19,18,216,111,75,279,26,29,111,161,75,46,149,80,6,130,55,111,174,182,90,62,165,136,105,37,67,25,22,45,87,107,66,40,131,37,95,25,89,104,45,1,9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_saccharolyticum;t__[Clostridium]_saccharolyticum_WM1,84,2809,900,543,762,3071,5431,453,2956,143,942,54,571,944,205,442,1270,1401,1838,985,323,1041,466,1039,384,360,1822,214,5245,278,466,98,5682,10,460,3838,646,1998,95,2867,10,825,8049,1091,435,1464,746,378,2181,618,552,4451,318,187,638,97,1131,2557,151,360,168,12228,1428,1256,539,442,320,273,2106,2094,401,197,217,1836,1282,290,1802,239,62,136,277,419,2339,2879,89,104,283,1162,370,540,5228,836,692,212,1387,509,872,121,1800,5417,702,1,3550,383,1090,7111,1256,613,1456,109,486,1179,410,370,1199,647,99,143,181,937,3456,2258,1399,744,436,32,219,2604,123,374,403,242,862,268,134,480,64,90,1850,763,675,137,1132,4027,263,298,105,323,881,1945,120,100,322,2085,258,84,115,99,566,264,121,8,63,4528,125,104,290,164,195,2659,1227,224,118,594,719,123,83,125,112,124,625,215,502,826,450,383,742,68,335,20,83,737,408,455,62,82,404,208,239,401,17,159,75,226,226,1,86,193,429,76,94,142,5,103,468,280,1560,472,82,397,368,1311,256,221,309,28,334,53,289,396,13,565,63,983,363,42,2455,1252,208,2563,191,83,269,312,201,211,351,151,13,268,117,202,622,605,425,449,603,390,566,75,536,109,69,139,183,310,298,119,327,261,166,112,172,221,193,8,16
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis;t__Roseburia_hominis_A2-183,8800,165165,44693,40922,27515,82350,55212,69450,61211,19694,27751,2380,29630,37402,867,3738,56845,52788,9379,84122,14240,41794,9160,23590,4539,5120,68576,17182,80791,10456,5231,6031,158499,1360,16309,76856,29624,5408,3928,17791,860,57277,115745,19881,22923,16814,72665,27195,55539,26163,26260,19233,11784,31429,49886,11691,59117,87790,24771,15460,1210,170808,19925,50170,13113,122793,22650,9306,14322,43734,22167,17140,9061,82553,15072,690,24016,5620,27420,1149,7445,19786,57794,33820,2656,4380,57628,56405,12580,19922,118382,69013,12211,3342,38589,692,84695,1715,27841,95006,14421,138,58056,17571,25798,43924,43441,45384,124339,13873,20054,57809,42274,19585,21489,5098,4532,2573,45950,42318,57019,14671,45766,67200,16358,1998,5357,43794,15934,7752,35772,17328,49954,36973,22405,4051,1878,5195,27341,27985,209,45,585,344,428,90,19,167,288,291,38,164,207,447,206,162,71,42,258,134,122,9,60,842,118,65,302,107,289,149,700,118,36,571,185,153,34,40,87,208,69,136,173,197,205,422,267,132,367,51,32,631,662,180,84,291,119,51,127,319,14,113,19,75,156,,133,96,260,60,97,48,4,89,174,186,161,333,112,238,227,797,79,275,133,17,372,30,406,68,2,50,52,620,52,86,767,115,171,1246,83,55,222,173,170,68,608,149,57,245,35,265,80,499,216,103,610,31,148,58,152,35,71,39,61,118,142,71,150,149,105,545,239,258,75,4,19
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes;t__Oscillibacter_valericigenes_Sjm18-20,233,1135,1643,874,600,436,1069,2135,1858,76,787,49,933,350,33,185,759,2470,318,315,132,563,257,701,40,127,1480,133,1369,179,54,21,973,24,312,3097,779,53,144,536,15,3935,605,345,169,178,742,227,1069,298,536,450,558,607,916,127,291,1037,190,751,71,641,81,1085,207,745,394,503,263,1487,642,136,146,998,401,26,183,94,201,52,179,537,849,139,43,282,1436,901,398,666,2441,493,674,94,882,17,2006,168,423,1433,239,4,801,304,489,1306,1172,447,923,235,155,2324,644,219,296,116,89,64,538,544,1728,136,1415,561,174,47,48,608,348,166,735,705,947,420,65,100,38,167,433,623,,,,,,,,,,,,,,,,,,,,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,3,,,,,,,,,,,,1,2,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Candidatus_Desulforudis;s__Candidatus_Desulforudis_audaxviator;t__Candidatus_Desulforudis_audaxviator_MP104C,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Dehalobacter;s__Dehalobacter_sp._CF;t__Unknown,,,1,,,,7,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,6,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium_dehalogenans;t__Desulfitobacterium_dehalogenans_ATCC_51507,,,,2,,20,,35,3,,1,,1,,,,8,1,,5,,3,,,,,4,,19,,,,38,1,,1,13,,1,,,2,3,,,,,7,,,,,1,,6,,,7,,,,7,,3,,,,,3,,,,,,,,30,1,,,1,2,10,,,,28,,,,,8,2,,18,,,,,,,,,2,,5,1,10,,,,5,,,,,1,,,12,,37,14,,,,,6,7,1,2,,8,17,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium_dichloroeliminans;t__Desulfitobacterium_dichloroeliminans_LMG_P-21439,,27,1,,,11,,1,16,4,2,,,9,2,,,11,,17,1,,,6,1,3,11,5,2,4,1,,14,,,6,2,1,,,,1,16,,9,3,9,4,19,,1,1,1,4,6,,27,9,,,,40,4,,,3,3,1,1,2,3,,1,38,1,,2,2,5,,1,,12,9,,,,7,1,,9,1,1,,5,1,,,3,13,1,,22,,5,1,,9,5,,1,,12,4,2,,,4,1,19,54,3,3,,2,,1,4,1,,2,1,6,9,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium_hafniense;t__Desulfitobacterium_hafniense_DCB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium_hafniense;t__Desulfitobacterium_hafniense_Y51,,,3,,,3,,,,,4,,3,,,1,,,,,,3,,,,,1,,7,,,,10,,,,,,1,,,1,,,,,5,11,,1,,2,,,,,,,,,1,1,,4,,,,,,,7,,,,,,,,,,,1,2,1,,,,,,,,,,,1,,,,,1,,,3,,,,1,,7,,,,,,1,,,,,,1,,1,,4,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__Desulfosporosinus_acidiphilus;t__Desulfosporosinus_acidiphilus_SJ4,1,9,,,,2,1,,3,,2,,,,,,2,12,,2,,,,1,,,,,8,,,,7,,,,2,,,,,4,,,,,1,,4,,,,1,5,2,,,1,,1,,,2,28,,3,,,,2,1,,,8,,,,,1,,1,,,,,,,,7,1,11,1,2,,2,,3,,,,,,1,3,1,,,,8,3,,2,3,2,,,1,,,,6,,2,,,,,1,2,,1,,3,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
